"","State","District","Persons","Males","Females","Growth..1991...2001.","Rural","Urban","Scheduled.Caste.population","Percentage...SC.to.total","Number.of.households","Household.size..per.household.","Sex.ratio..females.per.1000.males.","Sex.ratio..0.6.years.","Scheduled.Tribe.population","Percentage.to.total.population..ST.","Persons..literate","Males..Literate","Females..Literate","Persons..literacy.rate","Males..Literatacy.Rate","Females..Literacy.Rate","Total.Educated","Data.without.level","Below.Primary","Primary","Middle","Matric.Higher.Secondary.Diploma","Graduate.and.Above","X0...4.years","X5...14.years","X15...59.years","X60.years.and.above..Incl..A.N.S..","Total.workers","Main.workers","Marginal.workers","Non.workers","SC.1.Name","SC.1.Population","SC.2.Name","SC.2.Population","SC.3.Name","SC.3.Population","Religeon.1.Name","Religeon.1.Population","Religeon.2.Name","Religeon.2.Population","Religeon.3.Name","Religeon.3.Population","ST.1.Name","ST.1.Population","ST.2.Name","ST.2.Population","ST.3.Name","ST.3.Population","Imp.Town.1.Name","Imp.Town.1.Population","Imp.Town.2.Name","Imp.Town.2.Population","Imp.Town.3.Name","Imp.Town.3.Population","Total.Inhabited.Villages","Drinking.water.facilities","Safe.Drinking.water","Electricity..Power.Supply.","Electricity..domestic.","Electricity..Agriculture.","Primary.school","Middle.schools","Secondary.Sr.Secondary.schools","College","Medical.facility","Primary.Health.Centre","Primary.Health.Sub.Centre","Post..telegraph.and.telephone.facility","Bus.services","Paved.approach.road","Mud.approach.road","Permanent.House","Semi.permanent.House","Temporary.House"
"287","Maharashtra","District Osmanabad (29), Maharashtra (27)",1486586,769368,717218,"15.35","1253330",NA,NA,NA,295750,5,932,893,"27857","1.87",872022,523930,348092,69.02,80.42,56.89,872022,24288,232199,248126,128486,192685,46238,154917,362971,779086,189612,653522,555202,98320,833064,"1.Mahar etc.",129164,"2.Mang etc.",68536,"3.Bhambi etc.",24313,"1.Hindus",1297858,"2.Muslims",151181,"3.Buddhists",28356,"1.Koli Mahadev etc.","14874","2.Pardhi etc.","9959","3.Thakur etc.","1198","1.Osmanabad (M Cl)",80625,"2.Tuljapur (M Cl)",31706,"3.Umarga (M Cl)",30178,729,729,729,727,"57","69",726,"492","255","5","400","37","176",577,"575","605","124",60.6,32.6,6.7
"288","Maharashtra","District Solapur (30), Maharashtra (27)",3849543,1989623,1859920,"19.32","2624259",NA,NA,NA,735092,5,935,894,"68989","1.79",2336825,1384746,952079,71.25,81.99,59.84,2336825,55333,655398,711633,332698,466479,115283,393537,907814,2175406,372786,1743041,1485967,257074,2106502,"1.Mahar etc.",266020,"2.Mang etc.",136195,"3.Bhambi etc.",101449,"1.Hindus",3386955,"2.Muslims",377579,"3.Buddhists",38497,"1.Koli Mahadev etc.","48859","2.Pardhi etc.","9519","3.Thakur etc.","5875","1.Solapur (M Corp.)",872478,"2.Barshi (M Cl)",104785,"3.Pandharpur (M Cl)",91379,1138,1136,1136,1138,"-","-",1131,"922","685","12","715","82","233",805,"991","1126","12",54.1,33.8,11.9
"289","Maharashtra","District Satara (31), Maharashtra (27)",2808994,1408326,1400668,"14.1","2410873",NA,NA,NA,570606,5,995,877,"21896","0.78",1908947,1069029,839918,78.22,88.2,68.38,1908947,31180,444765,548233,290898,479369,114502,262294,594842,1632447,319411,1303658,1044989,258669,1505336,"1.Mahar etc.",97957,"2.Mang etc.",93602,"3.Bhambi etc.",29267,"1.Hindus",2533359,"2.Buddhists",128570,"3.Muslims",125661,"1.Koli Mahadev etc.","13864","2.Kathodi etc.","2448","3.Thakur etc.","1619","1.Satara (M Cl)",108048,"2.Karad (M Cl)",56161,"3.Phaltan (M Cl)",50800,1716,1716,1699,1701,"21","13",1680,"912","506",NA,"646","89","113",1103,"1325","1458","243",65.3,29.8,4.8
"290","Maharashtra","District Ratnagiri (32), Maharashtra (27)",1696777,794498,902279,"9.87","1504568",NA,NA,NA,377366,4,1136,952,"20102","1.18",1095833,578330,517503,75.05,85.89,65.77,1095833,16675,327323,367654,164363,178857,40950,164802,360351,968645,202979,763387,557613,205774,933390,"1.Bhambi etc.",13992,"2.Mahar etc.",6041,"3.Basor etc.",1313,"1.Hindus",1391137,"2.Muslims",175672,"3.Buddhists",120855,"1.Koli Mahadev etc.","10920","2.Kathodi etc.","6034","3.Kokna etc.","437","1.Ratnagiri (M Cl)",70383,"2.Chiplun (M Cl)",46229,"3.Khed (M Cl)",13813,1539,1538,1533,1539,"1311","50",1484,"1043","321","6","810","67","382",991,"1391","1401","123",36.3,61.5,2.2
"291","Maharashtra","District Sindhudurg (33), Maharashtra (27)",868825,417890,450935,"3.55","786506",NA,NA,NA,192666,5,1079,944,"4952","0.57",612919,328199,284720,80.3,90.26,71.23,612919,7988,150313,187388,108179,131412,27638,72939,165738,515542,114606,404985,233827,171158,463840,"1.Mahar etc.",26185,"2.Bhambi etc.",10294,"3.Generic Castes etc.",994,"1.Hindus",802498,"2.Buddhists",24320,"3.Muslims",23668,"1.Thakur etc.","2112","2.Koli Mahadev etc.","575","3.Gamit etc.","530","1.Sawantwadi (M Cl)",22901,"2.Malwan (M Cl)",18680,"3.Kankavli (CT)",14625,743,743,743,735,"149","-",722,"556","212","4","593","37","242",578,"658","597","140",33.2,64.3,2.5
"292","Maharashtra","District Kolhapur (34), Maharashtra (27)",3523162,1807470,1715692,"17.59","2472809",NA,NA,NA,712349,5,949,838,"21387","0.61",2364307,1367021,997286,76.93,87.47,66.02,2364307,43555,537745,646010,333618,634498,168879,308853,727485,2151694,335130,1652970,1394882,258088,1870192,"1.Mahar etc.",274292,"2.Mang etc.",85958,"3.Bhambi etc.",54818,"1.Hindus",3077263,"2.Muslims",236875,"3.Jains",147285,"1.Koli Mahadev etc.","16594","2.Pardhi etc.","1017","3.Koli Dhor etc.","840","1.Kolhapur (M Corp.)",493167,"2.Ichalkaranji (M Cl)",257610,"3.Jaysingpur (M Cl)",43067,1196,1194,1190,1190,"-","-",1185,"837","523",NA,"638","86","143",806,"996","921","275",64.2,34.3,1.4
"293","Maharashtra","District Sangli (35), Maharashtra (27)",2583524,1320088,1263436,"17.59","1950306",NA,NA,NA,506593,5,957,851,"17855","0.69",1717836,979509,738327,76.62,86.26,66.73,1717836,36226,395814,501154,236743,433642,114255,239370,551250,1512955,279949,1218655,952241,266414,1364869,"1.Mahar etc.",135217,"2.Mang etc.",94827,"3.Bhambi etc.",51498,"1.Hindus",2243478,"2.Muslims",203524,"3.Jains",85160,"1.Koli Mahadev etc.","14688","2.Pardhi etc.","1125","3.Koli Dhor etc.","607","1.Sangli-Miraj Kupwad (M Corp.)",436781,"2.Uran Islampur (M Cl)",58330,"3.Vita (M Cl)",41804,721,721,719,721,"66","70",719,"569","440","19","567","71","260",635,"674","674","47",62.7,31.3,6
"294","Manipur","District Tamenglong (02), Manipur (Excl. 3 Sub-Divisions) (14)",111499,58014,53485,"29.23","111499","-","3","0",16149,7,922,936,"106349","95.38",56819,34329,22490,59.25,68.72,48.95,56819,2885,10097,16167,12056,13097,2511,10057,27532,66620,7290,50863,43353,7510,60636,"1.Muchi etc.",2,"2.Generic Castes etc.",1,"3.All Scheduled Castes",3,"1.Christians",105791,"2.Hindus",3187,"3.Muslims",1431,"1.Kabui","60893","2.Kacha Naga","34368","3.Thadou","6888","No Urban Area",NA,NA,NA,NA,NA,171,171,75,75,"75","-",157,"68","15","1","42","8","27",44,"36","47","105",1.8,26.8,71.4
"295","Manipur","District Churachandpur (03), Manipur (Excl. 3 Sub-Divisions) (14)",227905,117232,110673,"29.81","227905","-","205","0.09",37626,6,944,968,"212482","93.23",139080,78871,60209,70.59,77.67,63.06,139080,9235,30746,36192,27406,28475,6998,19870,55585,137973,14477,99363,71933,27430,128542,"1.Generic Castes etc.",127,"2.Yaithibi",30,"3.Sutradhar",15,"1.Christians",213186,"2.Hindus",10538,"3.Muslims",2573,"1.Thadou","54929","2.Paite","45549","3.Hmar","37998","No Urban Area",NA,NA,NA,NA,NA,540,539,161,306,"306","-",395,"143","48","5","66","7","48",69,"95","123","279",6.4,39,54.6
"296","Manipur","District Bishnupur (04), Manipur (Excl. 3 Sub-Divisions) (14)",208368,104550,103818,"13.9","133627","74741","1727","0.83",35303,6,993,951,"6143","2.95",119823,70507,49316,67.63,79.61,55.66,119823,3722,19143,21085,28539,32825,14474,20819,46995,124257,16297,89703,55557,34146,118665,"1.Lois",1677,"2.Generic Castes etc.",42,"3.Dhupi etc.",5,"1.Hindus",148903,"2.Others",38763,"3.Muslims",14194,"1.Kom","2229","2.Kabui","951","3.Thadou","796","1.Moirang (M Cl)",17178,"2.Nambol (M Cl) (Part)",14931,NA,NA,48,48,41,46,"46","-",47,"38","23","-","28","7","21",28,"41","38","37",3.8,58.7,37.5
"297","Manipur","District Thoubal (05), Manipur (Excl. 3 Sub-Divisions) (14)",364140,182250,181890,"24.62","232868","131272","33969","9.33",67681,5,998,966,"4274","1.17",202102,122109,79993,66.41,80.43,52.46,202102,5196,34811,40258,51767,51218,18800,40152,88319,211287,24382,177343,111486,65857,186797,"1.Lois",33029,"2.Yaithibi",471,"3.Generic Castes etc.",451,"1.Hindus",221096,"2.Muslims",86849,"3.Others",50819,"1.Thadou","1154","2.Kom","655","3.Tangkhul","612","1.Thoubal (M Cl)",41174,"2.Kakching (M Cl)",28724,"3.Lilong (Thoubal) (NP) (Part)",18699,90,90,88,84,"84","-",88,"58","35","1","36","9","26",38,"73","79","88",4,53.7,42.3
"298","Manipur","District Imphal West (06), Manipur (Excl. 3 Sub-Divisions) (14)",444382,221781,222601,"15.42","197699","246683","13276","2.99",79078,6,1004,944,"21118","4.75",311238,171996,139242,80.22,89.22,71.33,311238,6332,35811,43273,70823,97181,57683,38184,90774,280267,35157,178111,129101,49010,266271,"1.Lois",13018,"2.Generic Castes etc.",163,"3.Namasudra",36,"1.Hindus",330994,"2.Others",73705,"3.Muslims",19124,"1.Kabui","9042","2.Tangkhul","2596","3.Thadou","2117","1.Imphal (M Cl) (Part)",150595,"2.Mayang Imphal (NP)",20532,"3.Thongkhong Laxmi Bazar (NP)",12680,114,114,104,114,"114","-",112,"74","53","5","35","4","28",51,"103","105","67",21.1,63.5,15.4
"299","Manipur","District Imphal East * (07), Manipur (Excl. 3 Sub-Divisions) (14)",394876,198371,196505,"19.16","286566","108310","10409","2.64",69182,6,991,962,"24712","6.26",255956,145377,110579,75.45,85.5,65.35,255956,4509,37837,44284,63063,73202,33010,37555,90346,239189,27786,156882,106562,50320,237994,"1.Lois",3729,"2.Patni",3319,"3.Namasudra",3160,"1.Hindus",240347,"2.Others",67741,"3.Muslims",62932,"1.Tangkhul","5896","2.Kabui","5714","3.Thadou","3821","1.Imphal (M Cl) (Part)",70897,"2.Andro (NP)",8316,"3.Jiribam (M Cl)",6423,197,196,170,191,"191","-",189,"100","50","6","35","-","32",45,"103","120","171",11.2,61.2,27.6
"300","Manipur","District Ukhrul (08), Manipur (Excl. 3 Sub-Divisions) (14)",140778,73465,67313,"28.98","140778","-","-","-",23318,6,916,946,"134493","95.54",87549,50208,37341,73.12,80.13,65.41,87549,1615,13553,21575,22113,22673,5995,13938,35376,82321,9143,66515,51564,14951,74263,"No Scheduled Castes in this area",NA,NA,NA,NA,NA,"1.Christians",133966,"2.Hindus",5687,"3.Muslims",881,"1.Tangkhul","127035","2.Thadou","5268","3.Simte","716","No Urban Area",NA,NA,NA,NA,NA,198,198,110,154,"154","-",188,"79","36","1","47","4","35",55,"59","86","169",2,71.8,26.2
"301","Manipur","District Chandel (09), Manipur (Excl. 3 Sub-Divisions) (14)",118327,59741,58586,"72.8","103365","14962","210","0.18",20908,6,981,961,"108779","91.93",57460,33147,24313,56.23,64.34,47.98,57460,1677,10574,14523,13039,14308,3327,10502,27226,73759,6840,54545,39935,14610,63782,"1.Lois",210,"2.All Scheduled Castes",178,"3.Lois",178,"1.Christians",109128,"2.Hindus",5701,"3.Muslims",2318,"1.Thadou","35086","2.Anal","20851","3.Maring","19828","1.Moreh (ST)",14962,NA,NA,NA,NA,350,323,125,190,"190","-",214,"50","16","2","25","6","15",53,"76","126","209",1.6,37.8,60.5
"302","Meghalya","District West Garo Hills (01), Meghalaya (17)",518390,263424,254966,"27.98","459412",NA,NA,NA,95524,5,968,960,"397166","76.62",211499,120837,90662,50.67,57.03,44.12,211499,7566,77564,52624,29859,38497,5385,68217,145884,277118,27171,208361,163008,45353,310029,"1.Namasudra",2205,"2.Muchi etc.",1885,"3.Jhalo etc.",1382,"1.Christians",282865,"2.Hindus",111528,"3.Muslims",78973,"1.Garo","309376","2.Hajong","25780","3.Generic Tribes etc.","20714","1.Tura (M)",58978,NA,NA,NA,NA,1469,1465,1314,536,"488","6",1118,"286","97","2","148","29","44",96,"356","425","1217",10,26.6,63.4
"303","Meghalya","District East Garo Hills (02), Meghalaya (17)",250582,127474,123108,"31.1","214675",NA,NA,NA,45062,6,966,971,"241916","96.54",120874,67145,53729,60.62,66.15,54.89,120874,3263,52378,32931,17899,13078,1322,34408,73139,132281,10754,111996,78806,33190,138586,"1.Generic Castes etc.",165,"2.Namasudra",90,"3.Brittial Bania etc.",22,"1.Christians",222892,"2.Hindus",14113,"3.Others",8305,"1.Garo","224451","2.Raba etc.","8897","3.Generic Tribes etc.","7648","1.Williamnagar (MB)",18247,"2.Resubelpara (MB)",17660,NA,NA,864,862,727,287,"283","-",716,"134","40","-","91","15","44",38,"181","261","581",8.4,16.4,75.2
"304","Meghalya","District South Garo Hills * (03), Meghalaya (17)",100980,52007,48973,"28.59","92337",NA,NA,NA,17900,6,942,970,"96616","95.68",43816,25340,18476,55,61.52,48.02,43816,1725,17283,11948,6384,6059,415,14583,28696,52219,5482,47848,31351,16497,53132,"1.Jhalo etc.",74,"2.Namasudra",57,"3.Kaibartta etc.",29,"1.Christians",90526,"2.Hindus",4880,"3.Muslims",2767,"1.Garo","94119","2.Generic Tribes etc.","1400","3.Hajong","705","1.Baghmara (MB)",8643,NA,NA,NA,NA,595,595,363,117,"108","1",416,"71","22","-","22","6","7",24,"111","153","393",7.5,25.6,66.9
"305","Meghalya","District West Khasi Hills (04), Meghalaya (17)",296049,150419,145630,"33.59","261451",NA,NA,NA,50035,6,968,974,"290184","98.02",147590,76676,70914,65.1,66.49,63.65,147590,6098,79230,32783,14991,12352,2128,48788,91778,142692,12791,129095,97784,31311,166954,"1.Generic Castes etc.",40,"2.Namasudra",2,"3.All Scheduled Castes",18,"1.Christians",280548,"2.Others",8778,"3.Hindus",5661,"1.Khasi etc.","248273","2.Garo","34836","3.Generic Tribes etc.","3956","1.Nongstoin (TC)",23106,"2.Mairang (TC)",11492,NA,NA,924,923,719,326,"320","2",877,"185","59","1","70","21","29",88,"254","286","520",13.2,52,34.9
"306","Meghalya","District Ri Bhoi",192790,99319,93471,"51.44","179610",NA,NA,NA,34844,6,941,971,"167779","87.03",98754,53494,45260,65.73,68.81,62.43,98754,7840,48017,21053,9876,10061,1906,29930,56249,98497,8114,89407,71237,18170,103383,"1.Generic Castes etc.",155,"2.Muchi etc.",48,"3.Dhupi etc.",31,"1.Christians",153682,"2.Hindus",29117,"3.Others",7175,"1.Khasi etc.","139071","2.Mikir","10523","3.Garo","9376","1.Nongpoh (TC)",13180,NA,NA,NA,NA,543,543,455,359,"350","-",457,"99","23","1","37","14","16",41,"213","255","432",16.5,28.5,54.9
"307","Meghalya","District East Khasi Hills (06), Meghalaya (17)",660923,333553,327370,"22.88","383175",NA,NA,NA,125567,5,981,971,"512152","77.49",415160,212637,202523,76.07,77.28,74.84,415160,8987,136270,84592,59433,88682,37129,80507,170197,377828,32391,256562,219190,37372,404361,"1.Generic Castes etc.",816,"2.Mehtar etc.",714,"3.Namasudra",149,"1.Christians",403277,"2.Hindus",129373,"3.Others",110959,"1.Khasi etc.","477105","2.Garo","16938","3.Generic Tribes etc.","6244","1.Shillong (M)",132867,"2.Mawlai (CT)",38303,"3.Nongthymmai (CT)",34292,920,920,811,682,"661","15",758,"186","65","1","54","29","4",117,"480","465","563",43.7,44.4,11.5
"308","Meghalya","District Jaintia Hills (07), Meghalaya (17)",299108,149891,149217,"34.12","274051",NA,NA,"0.15",49918,6,996,994,"287049","95.97",120182,58143,62039,51.87,50.08,53.67,120182,9294,56014,23696,12145,15666,3357,48133,90368,148424,12183,126877,95635,31242,172231,"1.Namasudra",251,"2.Generic Castes etc.",89,"3.Patni",43,"1.Christians",195196,"2.Others",87827,"3.Hindus",13150,"1.Khasi etc.","258678","2.Synteng","17419","3.Any Kuki Tribes etc.","5952","1.Jowai (M)",25057,NA,NA,NA,NA,467,462,415,291,"258","2",383,"124","47","3","70","20","17",87,"295","207","405",21,54.2,24.6
"309","Mizoram","District Mamit * (01), Mizoram (15)",62785,33114,29671,"(3.50)","52132","10653","18","0.03",12253,5,896,936,"58950","93.89",40849,22693,18156,79.14,82.98,74.81,40849,580,17793,11786,6611,3220,857,7856,16021,35359,3549,35165,27428,7737,27620,"1.Generic Castes etc.",11,"2.Namasudra",2,"3.Bhuinmali etc.",1,"1.Christians",50563,"2.Buddhists",8579,"3.Hindus",2404,"1.Any Mizo (Lushai) tribes etc.","43794","2.Chakma","8701","3.Any Kuki Tribes etc.","6111","1.Mamit (NT)",5110,"2.Zawlnuam (NT)",3120,"3.Lengpui (NT)",2423,82,81,20,63,"63","-",72,"44","24","-","35","5","28",41,"35","34","27",30.9,32.2,36.8
"310","Mizoram","District Kolasib * (02), Mizoram (15)",65960,34562,31398,"36.01","29461","36499","17","0.03",14053,5,908,972,"59221","89.78",50596,26969,23627,91.34,92.34,90.22,50596,1182,19384,14227,9422,5028,1351,7427,15908,38920,3705,35510,27441,8069,30450,"1.Patni",6,"2.Dhupi etc.",4,"3.Kaibartta etc.",3,"1.Christians",59098,"2.Hindus",4237,"3.Muslims",1995,"1.Any Mizo (Lushai) tribes etc.","53697","2.Hmar","2910","3.Any Kuki Tribes etc.","2137","1.Kolasib (NT)",19008,"2.Vairengte (NT)",7715,"3.N.Kawnpui (NT)",6472,39,39,34,30,"30","-",30,"24","12","-","19","2","17",14,"17","13","16",36.9,36.9,26.2
"311","Mizoram","District Aizawl (03), Mizoram (15)",325676,166877,158799,"39.24","77531","248145","182","0.06",64753,5,952,972,"303641","93.23",269699,138783,130916,96.51,96.75,96.26,269699,3008,80883,67374,58941,43311,16154,32742,71382,203257,18295,162961,125328,37633,162715,"1.Generic Castes etc.",85,"2.Namasudra",25,"3.Bhuinmali etc.",12,"1.Christians",303893,"2.Hindus",14508,"3.Muslims",5185,"1.Any Mizo (Lushai) tribes etc.","285378","2.Hmar","14144","3.Any Kuki Tribes etc.","1849","1.Aizawl (NT)",228280,"2.Saitual (NT)",10966,"3.Sairang (NT)",5034,96,96,53,81,"74","-",86,"68","43","-","46","6","40",56,"55","45","51",71.8,21.6,6.5
"312","Mizoram","District Champhai * (04), Mizoram (15)",108392,55756,52636,"29.77","66343","42049","-","-",22059,5,944,972,"104924","96.8",82036,43231,38805,91.19,93.15,89.1,82036,1616,36061,23377,11824,7102,2051,12805,27132,61919,6536,68134,49658,18476,40258,"No Scheduled Castes in this area",NA,NA,NA,NA,NA,"1.Christians",105061,"2.Hindus",2248,"3.Muslims",432,"1.Any Mizo (Lushai) tribes etc.","100803","2.Any Kuki Tribes etc.","1780","3.Pawi","1023","1.Champhai (NT)",26465,"2.Khawzawl (NT)",10954,"3.Khawhai (NT)",2403,88,88,76,64,"64","-",80,"72","41","1","51","8","43",60,"36","31","57",48.8,33.8,17.4
"313","Mizoram","District Serchhip * (05), Mizoram (15)",53861,27380,26481,"18.45","27983","25878","5","0.01",10116,5,967,977,"52830","98.09",42582,21906,20676,95.15,96.18,94.08,42582,631,17545,12300,7393,3588,1124,6354,13485,30492,3530,32523,24783,7740,21338,"1.Generic Castes etc.",3,"2.Bhuinmali etc.",2,"3.All Scheduled Castes",5,"1.Christians",52495,"2.Hindus",531,"3.Others",524,"1.Any Mizo (Lushai) tribes etc.","52602","2.Pawi","85","3.Chakma","83","1.Serchhip (NT)",17096,"2.Thenzawl (NT)",5507,"3.N.Vanlaiphai (NT)",3275,35,35,15,34,"34","-",32,"30","15","1","25","5","20",21,"11","12","21",61.4,31.2,7.5
"314","Mizoram","District Lunglei (06), Mizoram (15)",137223,71402,65821,"23.1","79267","57956","33","0.02",27889,5,922,962,"130768","95.3",96097,52159,43938,84.17,87.44,80.6,96097,1445,37039,25687,16973,11926,3025,16274,32498,80717,7734,71792,60870,10922,65431,"1.Namasudra",9,"2.Patni",9,"3.Sutradhar",6,"1.Christians",109204,"2.Buddhists",22429,"3.Hindus",4612,"1.Any Mizo (Lushai) tribes etc.","101766","2.Chakma","24369","3.Any Kuki Tribes etc.","3793","1.Lunglei (NT)",47137,"2.Hnahthial (NT)",7138,"3.Tlabung (NT)",3681,160,160,39,101,"101","-",130,"82","30","-","55","9","45",57,"50","49","54",53.8,18.9,27.3
"315","Mizoram","District Lawngtlai (07), Mizoram (15)",73620,38776,34844,"34.78","73620","-","5","0.01",13902,5,899,938,"70234","95.4",38603,22374,16229,64.74,70.9,57.81,38603,4990,15194,8268,5064,4253,831,9644,19610,40890,3476,34093,26188,7905,39527,"1.Bansphor",2,"2.Dugla etc.",2,"3.Patni",1,"1.Buddhists",38410,"2.Christians",32877,"3.Hindus",1910,"1.Chakma","38054","2.Pawi","20554","3.Any Kuki Tribes etc.","5267","No Urban Area",NA,NA,NA,NA,NA,139,139,42,27,"27","-",134,"40","13","1","24","4","20",30,"16","18","51",17.3,12.2,70.5
"316","Mizoram","District Saiha * (08), Mizoram (15)",61056,31242,29814,"33.16","41230","19826","12","0.02",11109,5,954,961,"58742","96.21",40983,21990,18993,82.19,86.11,78.07,40983,1389,15322,11250,6806,5186,1026,7710,16888,33484,2974,26981,20754,6227,34075,"1.Patni",4,"2.Bhuinmali etc.",3,"3.Brittial Bania etc.",3,"1.Christians",59618,"2.Hindus",1112,"3.Muslims",209,"1.Lakher","35058","2.Pawi","19211","3.Any Mizo (Lushai) tribes etc.","3001","1.Saiha * (NT)",19826,NA,NA,NA,NA,68,68,1,26,"26","-",67,"51","20","-","28","6","22",33,"14","7","55",28,39.3,32.5
"317","MP","District Sheopur * (01), Madhya Pradesh (23)",559495,295297,264198,"29.72","470924",NA,NA,NA,96898,6,895,929,"120482","21.53",207536,146457,61079,46.4,61.76,29.07,207536,10823,82746,57015,27245,22433,7261,74895,166313,286262,32025,229277,152553,76724,330218,"1.Chamar etc.",67647,"2.Koli etc.",11277,"3.Bhangi etc.",3843,"1.Hindus",519697,"2.Muslims",32822,"3.Sikhs",5882,"1.Sahariya etc.","107935","2.Bhil etc.","6085","3.Generic Tribes etc.","2966","1.Sheopur (M)",55012,"2.Badoda (NP)",15673,"3.Vijaypur (NP)",14556,527,525,524,408,"155",NA,438,"77","42","1","159","10","94",179,"195","220","221",62.3,29.6,8.1
"318","MP","District Morena (02), Madhya Pradesh (23)",1592714,874089,718625,"24.09","1249409",NA,NA,NA,237803,7,822,837,"12974","0.81",837828,568474,269354,64.74,79.89,46.24,837828,20068,261979,224989,157372,137803,35535,200056,458767,826768,107123,590599,451530,139069,1002115,"1.Chamar etc.",254224,"2.Koli etc.",47035,"3.Bhangi etc.",12933,"1.Hindus",1523438,"2.Muslims",59903,"3.Jains",7177,"1.Sahariya etc.","7143","2.Korku etc.","1938","3.Gond etc.","1383","1.Morena (M)",150959,"2.Ambah (M)",36435,"3.Porsa (M)",33103,782,776,775,749,"293",NA,736,"308","153","2","368","16","171",331,"142","377","368",79.5,9.4,11.2
"319","MP","District Bhind (03), Madhya Pradesh (23)",1428559,780902,647657,"17.06","1089626",NA,NA,NA,215478,7,829,832,"6720","0.47",827663,533921,293742,70.52,83.19,55.23,827663,23212,229884,220817,173169,147085,33425,171848,390079,749712,116920,525370,396769,128601,903189,"1.Chamar etc.",216145,"2.Koli etc.",34586,"3.Bhangi etc.",17095,"1.Hindus",1339646,"2.Muslims",55490,"3.Jains",19812,"1.Gond etc.","4673","2.Majhi","770","3.Korwa etc.","432","1.Bhind (M)",153752,"2.Gohad (M)",45232,"3.Lahar (NP)",28253,889,887,887,863,"411",NA,864,"388","213","2","427","19","171",355,"123","380","465",66.6,20.2,13.1
"320","MP","District Gwalior (04), Madhya Pradesh (23)",1632109,883317,748792,"26","649101",NA,NA,NA,272242,6,848,853,"56948","3.49",955356,599253,356103,69.38,80.36,56.4,955356,14621,222358,225628,165751,208973,117832,170809,424401,929221,107678,530629,441815,88814,1101480,"1.Chamar etc.",179890,"2.Koli etc.",59564,"3.Bhangi etc.",23920,"1.Hindus",1470346,"2.Muslims",110171,"3.Sikhs",22090,"1.Sahariya etc.","33239","2.Majhi","8186","3.Gond etc.","5255","1.Gwalior (M Corp.)",827026,"2.Dabra (M)",56672,"3.Morar Cantt. (CB)",38522,612,611,611,594,"120",NA,558,"223","70","2","246","13","107",436,"197","355","237",77.4,17,5.6
"321","MP","District Datia (05), Madhya Pradesh (23)",628240,338232,290008,"21.82","490691",NA,NA,NA,107129,6,857,874,"9977","1.59",373358,236341,137017,71.83,84.29,57.23,373358,28745,118626,106846,59474,44598,15050,74310,163686,338029,52215,316020,226330,89690,312220,"1.Chamar etc.",89429,"2.Koli etc.",18179,"3.Khangar etc.",14253,"1.Hindus",593927,"2.Muslims",23119,"3.Buddhists",9407,"1.Sahariya etc.","7754","2.Gond etc.","824","3.Oraon etc.","438","1.Datia (M)",82755,"2.Bhander (NP)",20672,"3.Seondha (NP)",19525,551,546,545,543,"165",NA,512,"128","63","1","197","9","92",408,"129","197","333",66,33.4,0.6
